P_NR	SURVEY	SP	PURPOSE	AGE	TRAIN_AV	CAR_AV	SM_AV	TRAIN_TT	TRAIN_CO	GA	TRAIN_FR	SM_TT	SM_CO	SM_FR	SM_SEATS	CAR_TT	CAR_CO	GROUP	CHOICE
4684	1	1	1	4	1	1	1	196	58	0	30	126	70	20	0	150	117	3	2
4712	1	1	1	3	1	1	1	159	94	0	120	116	99	20	0	208	80	3	3
4713	1	1	1	3	1	1	1	147	94	0	30	113	97	10	0	208	104	3	3
4714	1	1	1	3	1	1	1	183	94	0	60	120	112	30	0	208	64	3	3
4715	1	1	1	3	1	1	1	147	78	0	30	116	99	20	0	128	64	3	3
4716	1	1	1	3	1	1	1	183	70	0	60	116	81	20	0	160	104	3	3
4717	1	1	1	3	1	1	1	159	70	0	120	113	92	10	0	160	64	3	3
4718	1	1	1	3	1	1	1	147	94	0	120	120	112	10	0	128	80	3	3
4719	1	1	1	3	1	1	1	147	70	0	30	120	84	30	0	160	80	3	3
4720	1	1	1	3	1	1	1	183	78	0	60	113	88	10	0	128	80	3	3
4730	1	1	1	3	1	1	1	212	91	0	120	139	90	30	0	140	95	3	3
4731	1	1	1	3	1	1	1	175	68	0	120	142	76	30	0	182	76	3	2
4732	1	1	1	3	1	1	1	212	68	0	120	146	76	20	0	112	76	3	3
4733	1	1	1	3	1	1	1	187	68	0	60	146	76	10	0	182	123	3	2
4734	1	1	1	3	1	1	1	187	76	0	120	146	81	30	0	112	123	3	2
4735	1	1	1	3	1	1	1	175	76	0	60	146	81	20	0	182	95	3	2
4736	1	1	1	3	1	1	1	175	91	0	60	142	92	10	0	140	76	3	3
4737	1	1	1	3	1	1	1	175	76	0	120	139	81	20	0	140	123	3	2
4738	1	1	1	3	1	1	1	187	91	0	30	146	99	20	0	140	123	3	2
4739	1	1	1	3	1	1	1	350	109	0	30	205	118	10	0	220	100	3	3
4740	1	1	1	3	1	1	1	350	109	0	120	197	140	10	0	286	162	3	2
4741	1	1	1	3	1	1	1	350	98	0	30	191	133	20	0	286	125	3	2
4742	1	1	1	3	1	1	1	265	98	0	60	191	133	30	0	176	162	3	3
4743	1	1	1	3	1	1	1	293	109	0	30	191	127	30	0	286	100	3	2
4744	1	1	1	3	1	1	1	293	98	0	30	197	112	10	0	176	125	3	3
4745	1	1	1	3	1	1	1	293	131	0	60	191	137	20	0	176	100	3	3
4746	1	1	1	3	1	1	1	350	131	0	30	197	146	30	0	176	162	3	3
4747	1	1	1	3	1	1	1	293	109	0	60	197	140	30	0	220	125	3	2
4748	1	1	1	3	1	1	1	299	134	0	120	140	140	30	0	210	135	3	2
4749	1	1	1	3	1	1	1	231	101	0	120	146	112	30	0	273	108	3	2
4750	1	1	1	3	1	1	1	299	101	0	120	154	118	20	0	168	108	3	2
4751	1	1	1	3	1	1	1	254	101	0	60	154	118	10	0	273	175	3	2
4752	1	1	1	3	1	1	1	254	112	0	120	154	122	30	0	168	175	3	2
4753	1	1	1	3	1	1	1	231	112	0	60	154	122	20	0	273	135	3	2
4754	1	1	1	3	1	1	1	231	134	0	60	146	146	10	0	210	108	3	2
4755	1	1	1	3	1	1	1	231	112	0	120	140	127	20	0	210	175	3	2
4756	1	1	1	3	1	1	1	254	134	0	30	154	168	20	0	210	175	3	2
4784	1	1	1	4	1	1	1	264	77	0	120	85	82	30	0	220	145	3	2
4785	1	1	1	4	1	1	1	201	58	0	120	93	66	30	0	286	116	3	2
4786	1	1	1	4	1	1	1	264	58	0	120	103	72	20	0	176	116	3	2
4787	1	1	1	4	1	1	1	222	58	0	60	103	72	10	0	286	188	3	2
4788	1	1	1	4	1	1	1	222	64	0	120	103	72	30	0	176	188	3	2
4789	1	1	1	4	1	1	1	201	64	0	60	103	72	20	0	286	145	3	2
4790	1	1	1	4	1	1	1	201	77	0	60	93	88	10	0	220	116	3	3
4791	1	1	1	4	1	1	1	201	64	0	120	85	78	20	0	220	188	3	2
4792	1	1	1	4	1	1	1	222	77	0	30	103	105	20	0	220	188	3	2
4793	1	1	1	3	1	1	1	120	38	0	120	90	42	30	0	100	65	3	2
4794	1	1	1	3	1	1	1	95	29	0	120	92	32	30	0	130	52	3	2
4795	1	1	1	3	1	1	1	120	29	0	120	94	32	20	0	80	52	3	2
4796	1	1	1	3	1	1	1	103	29	0	60	94	32	10	0	130	84	3	2
4797	1	1	1	3	1	1	1	103	32	0	120	94	35	30	0	80	84	3	2
4798	1	1	1	3	1	1	1	95	32	0	60	94	35	20	0	130	65	3	2
4799	1	1	1	3	1	1	1	95	38	0	60	92	42	10	0	100	52	3	2
4800	1	1	1	3	1	1	1	95	32	0	120	90	36	20	0	100	84	3	2
4801	1	1	1	3	1	1	1	103	38	0	30	94	46	20	0	100	84	3	2
4820	1	1	1	3	1	1	1	146	80	0	30	55	90	10	0	110	64	3	2
4821	1	1	1	3	1	1	1	146	80	0	120	49	106	10	0	143	104	3	2
4822	1	1	1	3	1	1	1	146	72	0	30	44	99	20	0	143	80	3	2
4823	1	1	1	3	1	1	1	114	72	0	60	44	99	30	0	88	104	3	2
4824	1	1	1	3	1	1	1	125	80	0	30	44	91	30	0	143	64	3	2
4825	1	1	1	3	1	1	1	125	72	0	30	49	83	10	0	88	80	3	3
4826	1	1	1	3	1	1	1	125	96	0	60	44	99	20	0	88	64	3	3
4827	1	1	1	3	1	1	1	146	96	0	30	49	106	30	0	88	104	3	3
4828	1	1	1	3	1	1	1	125	80	0	60	49	106	30	0	110	80	3	3
4829	1	1	1	4	1	1	1	103	30	0	120	31	34	30	0	70	40	3	2
4830	1	1	1	4	1	1	1	82	22	0	120	34	26	30	0	91	32	3	2
4831	1	1	1	4	1	1	1	103	22	0	120	38	28	20	0	56	32	3	3
4832	1	1	1	4	1	1	1	89	22	0	60	38	28	10	0	91	52	3	2
4833	1	1	1	4	1	1	1	89	25	0	120	38	29	30	0	56	52	3	2
4834	1	1	1	4	1	1	1	82	25	0	60	38	29	20	0	91	40	3	2
4835	1	1	1	4	1	1	1	82	30	0	60	34	38	10	0	70	32	3	2
4836	1	1	1	4	1	1	1	82	25	0	120	31	32	20	0	70	52	3	2
4837	1	1	1	4	1	1	1	89	30	0	30	38	43	20	0	70	52	3	2
4838	1	1	1	3	1	1	1	275	221	0	120	115	237	30	0	210	110	3	2
4839	1	1	1	3	1	1	1	206	166	0	120	121	194	30	0	273	88	3	2
4840	1	1	1	3	1	1	1	275	166	0	120	129	210	20	0	168	88	3	3
4841	1	1	1	3	1	1	1	229	166	0	60	129	210	10	0	273	143	3	2
4842	1	1	1	3	1	1	1	229	184	0	120	129	210	30	0	168	143	3	3
4843	1	1	1	3	1	1	1	206	184	0	60	129	210	20	0	273	110	3	2
4844	1	1	1	3	1	1	1	206	221	0	60	121	254	10	0	210	88	3	3
4845	1	1	1	3	1	1	1	206	184	0	120	115	218	20	0	210	143	3	2
4846	1	1	1	3	1	1	1	229	221	0	30	129	293	20	0	210	143	3	3
4847	1	1	1	2	1	1	1	54	40	0	120	30	50	20	0	65	30	3	2
4848	1	1	1	2	1	1	1	51	40	0	30	28	45	10	0	65	39	3	2
4849	1	1	1	2	1	1	1	61	40	0	60	32	62	30	0	65	24	3	3
4850	1	1	1	2	1	1	1	51	33	0	30	30	52	20	0	40	24	3	3
4851	1	1	1	2	1	1	1	61	30	0	60	30	37	20	0	50	39	3	2
4852	1	1	1	2	1	1	1	54	30	0	120	28	45	10	0	50	24	3	3
4853	1	1	1	2	1	1	1	51	40	0	120	32	62	10	0	40	30	3	3
4854	1	1	1	2	1	1	1	51	30	0	30	32	38	30	0	50	30	3	2
4855	1	1	1	2	1	1	1	61	33	0	60	28	42	10	0	40	30	3	2
4865	1	1	1	3	1	1	1	168	82	0	120	61	84	30	0	110	75	3	2
4866	1	1	1	3	1	1	1	129	61	0	120	66	71	30	0	143	60	3	2
4867	1	1	1	3	1	1	1	168	61	0	120	72	76	20	0	88	60	3	3
4868	1	1	1	3	1	1	1	142	61	0	60	72	76	10	0	143	97	3	2
4869	1	1	1	3	1	1	1	142	68	0	120	72	76	30	0	88	97	3	2
4870	1	1	1	3	1	1	1	129	68	0	60	72	76	20	0	143	75	3	2
4871	1	1	1	3	1	1	1	129	82	0	60	66	90	10	0	110	60	3	2
4872	1	1	1	3	1	1	1	129	68	0	120	61	81	20	0	110	97	3	2
4873	1	1	1	3	1	1	1	142	82	0	30	72	105	20	0	110	97	3	3
4874	1	1	1	3	1	1	1	216	116	0	120	68	122	30	0	180	120	3	2
4875	1	1	1	3	1	1	1	165	87	0	120	74	99	30	0	234	96	3	2
4876	1	1	1	3	1	1	1	216	87	0	120	82	109	20	0	144	96	3	3
4877	1	1	1	3	1	1	1	182	87	0	60	82	109	10	0	234	156	3	2
4878	1	1	1	3	1	1	1	182	97	0	120	82	109	30	0	144	156	3	3
4879	1	1	1	3	1	1	1	165	97	0	60	82	109	20	0	234	120	3	2
4880	1	1	1	3	1	1	1	165	116	0	60	74	133	10	0	180	96	3	2
4881	1	1	1	3	1	1	1	165	97	0	120	68	112	20	0	180	156	3	2
4882	1	1	1	3	1	1	1	182	116	0	30	82	150	20	0	180	156	3	2
4892	1	1	1	3	1	1	1	236	126	0	120	63	137	30	0	200	115	3	2
4893	1	1	1	3	1	1	1	182	94	0	120	71	109	30	0	260	92	3	2
4894	1	1	1	3	1	1	1	236	94	0	120	81	118	20	0	160	92	3	3
4895	1	1	1	3	1	1	1	200	94	0	60	81	118	10	0	260	149	3	2
4896	1	1	1	3	1	1	1	200	105	0	120	81	118	30	0	160	149	3	2
4897	1	1	1	3	1	1	1	182	105	0	60	81	118	20	0	260	115	3	2
4898	1	1	1	3	1	1	1	182	126	0	60	71	146	10	0	200	92	3	3
4899	1	1	1	3	1	1	1	182	105	0	120	63	127	20	0	200	149	3	2
4900	1	1	1	3	1	1	1	200	126	0	30	81	168	20	0	200	149	3	2
4910	1	1	1	4	1	1	1	204	163	0	120	102	169	30	0	110	80	3	3
4911	1	1	1	4	1	1	1	172	122	0	120	107	142	30	0	143	64	3	3
4912	1	1	1	4	1	1	1	204	122	0	120	113	147	20	0	88	64	3	3
4913	1	1	1	4	1	1	1	183	122	0	60	113	147	10	0	143	104	3	3
4914	1	1	1	4	1	1	1	183	136	0	120	113	153	30	0	88	104	3	3
4915	1	1	1	4	1	1	1	172	136	0	60	113	153	20	0	143	80	3	3
4916	1	1	1	4	1	1	1	172	163	0	60	107	181	10	0	110	64	3	3
4917	1	1	1	4	1	1	1	172	136	0	120	102	155	20	0	110	104	3	3
4918	1	1	1	4	1	1	1	183	163	0	30	113	210	20	0	110	104	3	3
4919	1	1	1	3	1	1	1	164	108	0	120	92	108	30	0	150	95	3	3
4920	1	1	1	3	1	1	1	125	81	0	120	95	91	30	0	195	76	3	2
4921	1	1	1	3	1	1	1	164	81	0	120	99	95	20	0	120	76	3	3
4922	1	1	1	3	1	1	1	138	81	0	60	99	95	10	0	195	123	3	2
4923	1	1	1	3	1	1	1	138	90	0	120	99	98	30	0	120	123	3	3
4924	1	1	1	3	1	1	1	125	90	0	60	99	98	20	0	195	95	3	2
4925	1	1	1	3	1	1	1	125	108	0	60	95	114	10	0	150	76	3	3
4926	1	1	1	3	1	1	1	125	90	0	120	92	99	20	0	150	123	3	3
4927	1	1	1	3	1	1	1	138	108	0	30	99	128	20	0	150	123	3	3
4928	1	1	1	2	1	1	1	214	127	0	120	70	139	30	0	210	130	3	2
4929	1	1	1	2	1	1	1	163	95	0	120	76	111	30	0	273	104	3	2
4930	1	1	1	2	1	1	1	214	95	0	120	84	116	20	0	168	104	3	2
4931	1	1	1	2	1	1	1	180	95	0	60	84	116	10	0	273	169	3	2
4932	1	1	1	2	1	1	1	180	106	0	120	84	123	30	0	168	169	3	2
4933	1	1	1	2	1	1	1	163	106	0	60	84	123	20	0	273	130	3	2
4934	1	1	1	2	1	1	1	163	127	0	60	76	144	10	0	210	104	3	2
4935	1	1	1	2	1	1	1	163	106	0	120	70	128	20	0	210	169	3	2
4936	1	1	1	2	1	1	1	180	127	0	30	84	172	20	0	210	169	3	2
4955	1	1	1	3	1	1	1	236	252	0	120	63	266	30	0	210	165	3	2
4956	1	1	1	3	1	1	1	182	189	0	120	71	218	30	0	273	132	3	2
4957	1	1	1	3	1	1	1	236	189	0	120	81	225	20	0	168	132	3	2
4958	1	1	1	3	1	1	1	200	189	0	60	81	225	10	0	273	214	3	2
4959	1	1	1	3	1	1	1	200	210	0	120	81	237	30	0	168	214	3	2
4960	1	1	1	3	1	1	1	182	210	0	60	81	237	20	0	273	165	3	2
4961	1	1	1	3	1	1	1	182	252	0	60	71	281	10	0	210	132	3	2
4962	1	1	1	3	1	1	1	182	210	0	120	63	245	20	0	210	214	3	2
4963	1	1	1	3	1	1	1	200	252	0	30	81	337	20	0	210	214	3	2
4964	1	1	1	3	1	1	1	236	123	0	30	81	139	10	0	220	136	3	2
4965	1	1	1	3	1	1	1	236	123	0	120	71	172	10	0	286	221	3	2
4966	1	1	1	3	1	1	1	236	111	0	30	63	161	20	0	286	170	3	2
4967	1	1	1	3	1	1	1	182	111	0	60	63	161	30	0	176	221	3	2
4968	1	1	1	3	1	1	1	200	123	0	30	63	149	30	0	286	136	3	2
4969	1	1	1	3	1	1	1	200	148	0	60	63	161	20	0	176	136	3	2
4970	1	1	1	3	1	1	1	236	148	0	30	71	172	30	0	176	221	3	2
4971	1	1	1	3	1	1	1	200	123	0	60	71	172	30	0	220	170	3	2
4981	1	1	1	1	1	1	1	89	60	0	120	34	76	20	0	91	35	3	2
4982	1	1	1	1	1	1	1	82	60	0	30	31	68	10	0	91	45	3	2
4983	1	1	1	1	1	1	1	103	60	0	60	38	86	30	0	91	28	3	3
4984	1	1	1	1	1	1	1	82	50	0	30	34	76	20	0	56	28	3	3
4985	1	1	1	1	1	1	1	103	45	0	60	34	52	20	0	70	45	3	2
4986	1	1	1	1	1	1	1	89	45	0	120	31	68	10	0	70	28	3	2
4987	1	1	1	1	1	1	1	82	60	0	120	38	86	10	0	56	35	3	3
4988	1	1	1	1	1	1	1	82	45	0	30	38	57	30	0	70	35	3	2
4989	1	1	1	1	1	1	1	103	50	0	60	31	63	10	0	56	35	3	3
5017	1	1	1	3	1	1	1	145	64	0	120	90	80	20	0	91	40	3	3
5018	1	1	1	3	1	1	1	138	64	0	30	87	76	10	0	91	52	3	2
5019	1	1	1	3	1	1	1	159	64	0	60	94	90	30	0	91	32	3	3
5020	1	1	1	3	1	1	1	138	53	0	30	90	80	20	0	56	32	3	3
5021	1	1	1	3	1	1	1	159	48	0	60	90	57	20	0	70	52	3	2
5022	1	1	1	3	1	1	1	145	48	0	120	87	71	10	0	70	32	3	3
5023	1	1	1	3	1	1	1	138	64	0	120	94	90	10	0	56	40	3	3
5024	1	1	1	3	1	1	1	138	48	0	30	94	62	30	0	70	40	3	2
5025	1	1	1	3	1	1	1	159	53	0	60	87	68	10	0	56	40	3	2
5035	1	1	1	4	1	1	1	303	108	0	120	153	118	30	0	170	110	3	3
5036	1	1	1	4	1	1	1	249	81	0	120	159	94	30	0	221	88	3	2
5037	1	1	1	4	1	1	1	303	81	0	120	167	99	20	0	136	88	3	3
5038	1	1	1	4	1	1	1	267	81	0	60	167	99	10	0	221	143	3	2
5039	1	1	1	4	1	1	1	267	90	0	120	167	105	30	0	136	143	3	3
5040	1	1	1	4	1	1	1	249	90	0	60	167	105	20	0	221	110	3	2
5041	1	1	1	4	1	1	1	249	108	0	60	159	122	10	0	170	88	3	3
5042	1	1	1	4	1	1	1	249	90	0	120	153	109	20	0	170	143	3	2
5043	1	1	1	4	1	1	1	267	108	0	30	167	146	20	0	170	143	3	2
5053	1	1	1	2	1	1	1	214	114	0	120	120	114	30	0	150	105	3	2
5054	1	1	1	2	1	1	1	160	85	0	120	123	95	30	0	195	84	3	3
5055	1	1	1	2	1	1	1	214	85	0	120	127	98	20	0	120	84	3	3
5056	1	1	1	2	1	1	1	178	85	0	60	127	98	10	0	195	136	3	1
5057	1	1	1	2	1	1	1	178	95	0	120	127	99	30	0	120	136	3	3
5058	1	1	1	2	1	1	1	160	95	0	60	127	99	20	0	195	105	3	2
5059	1	1	1	2	1	1	1	160	114	0	60	123	116	10	0	150	84	3	2
5060	1	1	1	2	1	1	1	160	95	0	120	120	103	20	0	150	136	3	2
5061	1	1	1	2	1	1	1	178	114	0	30	127	128	20	0	150	136	3	2
5080	1	1	1	3	1	1	1	61	29	0	30	32	34	10	0	40	24	3	2
5081	1	1	1	3	1	1	1	61	29	0	120	30	44	10	0	52	39	3	2
5082	1	1	1	3	1	1	1	61	26	0	30	28	38	20	0	52	30	3	2
5083	1	1	1	3	1	1	1	51	26	0	60	28	38	30	0	32	39	3	2
5084	1	1	1	3	1	1	1	54	29	0	30	28	36	30	0	52	24	3	2
5085	1	1	1	3	1	1	1	54	26	0	30	30	32	10	0	32	30	3	2
5086	1	1	1	3	1	1	1	54	35	0	60	28	38	20	0	32	24	3	2
5087	1	1	1	3	1	1	1	61	35	0	30	30	42	30	0	32	39	3	2
5088	1	1	1	3	1	1	1	54	29	0	60	30	44	30	0	40	30	3	2
5098	1	1	1	3	1	1	1	193	176	0	30	64	194	10	0	170	88	3	3
5099	1	1	1	3	1	1	1	193	176	0	120	56	245	10	0	221	143	3	2
5100	1	1	1	3	1	1	1	193	158	0	30	50	225	20	0	221	110	3	2
5101	1	1	1	3	1	1	1	150	158	0	60	50	225	30	0	136	143	3	2
5102	1	1	1	3	1	1	1	164	176	0	30	50	210	30	0	221	88	3	2
5103	1	1	1	3	1	1	1	164	158	0	30	56	181	10	0	136	110	3	2
5104	1	1	1	3	1	1	1	164	211	0	60	50	225	20	0	136	88	3	3
5105	1	1	1	3	1	1	1	193	211	0	30	56	237	30	0	136	143	3	3
5106	1	1	1	3	1	1	1	164	176	0	60	56	245	30	0	170	110	3	2
5116	1	1	1	3	1	1	1	240	64	0	120	91	70	30	0	200	125	3	2
5117	1	1	1	3	1	1	1	188	48	0	120	97	56	30	0	260	100	3	2
5118	1	1	1	3	1	1	1	240	48	0	120	105	58	20	0	160	100	3	2
5119	1	1	1	3	1	1	1	205	48	0	60	105	58	10	0	260	162	3	2
5120	1	1	1	3	1	1	1	205	53	0	120	105	62	30	0	160	162	3	2
5121	1	1	1	3	1	1	1	188	53	0	60	105	62	20	0	260	125	3	2
5122	1	1	1	3	1	1	1	188	64	0	60	97	72	10	0	200	100	3	2
5123	1	1	1	3	1	1	1	188	53	0	120	91	64	20	0	200	162	3	2
5124	1	1	1	3	1	1	1	205	64	0	30	105	86	20	0	200	162	3	2
5125	1	1	1	3	1	1	1	240	108	0	120	83	118	30	0	160	105	3	2
5126	1	1	1	3	1	1	1	183	81	0	120	89	94	30	0	208	84	3	2
5127	1	1	1	3	1	1	1	240	81	0	120	97	99	20	0	128	84	3	3
5128	1	1	1	3	1	1	1	202	81	0	60	97	99	10	0	208	136	3	2
5129	1	1	1	3	1	1	1	202	90	0	120	97	105	30	0	128	136	3	3
5130	1	1	1	3	1	1	1	183	90	0	60	97	105	20	0	208	105	3	2
5131	1	1	1	3	1	1	1	183	108	0	60	89	122	10	0	160	84	3	3
5132	1	1	1	3	1	1	1	183	90	0	120	83	109	20	0	160	136	3	2
5133	1	1	1	3	1	1	1	202	108	0	30	97	140	20	0	160	136	3	2
5134	1	1	1	4	1	1	1	344	270	0	120	112	293	30	0	220	185	3	3
5135	1	1	1	4	1	1	1	260	202	0	120	121	237	30	0	286	148	3	3
5136	1	1	1	4	1	1	1	344	202	0	120	133	245	20	0	176	148	3	3
5137	1	1	1	4	1	1	1	288	202	0	60	133	245	10	0	286	240	3	2
5138	1	1	1	4	1	1	1	288	225	0	120	133	254	30	0	176	240	3	2
5139	1	1	1	4	1	1	1	260	225	0	60	133	254	20	0	286	185	3	2
5140	1	1	1	4	1	1	1	260	270	0	60	121	310	10	0	220	148	3	3
5141	1	1	1	4	1	1	1	260	225	0	120	112	274	20	0	220	240	3	2
5142	1	1	1	4	1	1	1	288	270	0	30	133	366	20	0	220	240	3	3
5143	1	1	1	3	1	1	1	140	85	0	120	116	91	20	0	117	60	3	3
5144	1	1	1	3	1	1	1	127	85	0	30	114	90	10	0	117	78	3	3
5145	1	1	1	3	1	1	1	166	85	0	60	118	98	30	0	117	48	3	3
5146	1	1	1	3	1	1	1	127	85	0	120	118	98	10	0	72	60	3	3
5147	1	1	1	3	1	1	1	127	64	0	30	118	76	30	0	90	60	3	3
5148	1	1	1	3	1	1	1	166	71	0	60	114	80	10	0	72	60	3	3
5149	1	1	1	5	1	1	1	177	78	0	30	112	84	10	0	140	80	3	3
5150	1	1	1	5	1	1	1	177	78	0	120	108	97	10	0	182	130	3	2
5151	1	1	1	5	1	1	1	177	70	0	30	105	92	20	0	182	100	3	2
5152	1	1	1	5	1	1	1	138	70	0	60	105	92	30	0	112	130	3	1
5153	1	1	1	5	1	1	1	151	78	0	30	105	88	30	0	182	80	3	2
5154	1	1	1	5	1	1	1	151	70	0	30	108	78	10	0	112	100	3	3
5155	1	1	1	5	1	1	1	151	94	0	60	105	94	20	0	112	80	3	3
5156	1	1	1	5	1	1	1	177	94	0	30	108	99	30	0	112	130	3	2
5157	1	1	1	5	1	1	1	151	78	0	60	108	97	30	0	140	100	3	2
5230	1	1	1	3	1	1	1	193	108	0	120	117	118	20	0	247	125	3	2
5231	1	1	1	3	1	1	1	175	108	0	30	112	112	10	0	247	162	3	2
5232	1	1	1	3	1	1	1	230	108	0	60	123	133	30	0	247	100	3	2
5233	1	1	1	3	1	1	1	175	90	0	30	117	112	20	0	152	100	3	3
5234	1	1	1	3	1	1	1	230	81	0	60	117	92	20	0	190	162	3	2
5235	1	1	1	3	1	1	1	193	81	0	120	112	105	10	0	190	100	3	2
5236	1	1	1	3	1	1	1	175	108	0	120	123	133	10	0	152	125	3	3
5237	1	1	1	3	1	1	1	175	81	0	30	123	94	30	0	190	125	3	2
5238	1	1	1	3	1	1	1	230	90	0	60	112	105	10	0	152	125	3	3
5284	1	1	1	4	1	1	1	241	170	0	120	186	169	20	0	169	85	3	3
5285	1	1	1	4	1	1	1	220	170	0	30	183	167	10	0	169	110	3	2
5286	1	1	1	4	1	1	1	283	170	0	60	190	189	30	0	169	68	3	3
5287	1	1	1	4	1	1	1	220	142	0	30	186	167	20	0	104	68	3	3
5288	1	1	1	4	1	1	1	283	128	0	60	186	142	20	0	130	110	3	3
5289	1	1	1	4	1	1	1	241	128	0	120	183	155	10	0	130	68	3	3
5290	1	1	1	4	1	1	1	220	170	0	120	190	189	10	0	104	85	3	3
5291	1	1	1	4	1	1	1	220	128	0	30	190	142	30	0	130	85	3	3
5292	1	1	1	4	1	1	1	283	142	0	60	183	153	10	0	104	85	3	3
5302	1	1	1	3	1	1	1	62	101	0	120	38	105	20	0	143	80	3	2
5303	1	1	1	3	1	1	1	57	101	0	30	36	99	10	0	143	104	3	2
5304	1	1	1	3	1	1	1	72	101	0	60	40	109	30	0	143	64	3	2
5305	1	1	1	3	1	1	1	57	84	0	30	38	94	20	0	88	64	3	2
5306	1	1	1	3	1	1	1	72	76	0	60	38	84	20	0	110	104	3	2
5307	1	1	1	3	1	1	1	62	76	0	120	36	88	10	0	110	64	3	2
5308	1	1	1	3	1	1	1	57	101	0	120	40	109	10	0	88	80	3	2
5309	1	1	1	3	1	1	1	57	76	0	30	40	84	30	0	110	80	3	1
5310	1	1	1	3	1	1	1	72	84	0	60	36	90	10	0	88	80	3	2
5311	1	1	1	4	1	1	1	295	284	0	120	128	322	20	0	325	160	3	3
5312	1	1	1	4	1	1	1	267	284	0	30	119	310	10	0	325	208	3	3
5313	1	1	1	4	1	1	1	351	284	0	60	140	374	30	0	325	128	3	3
5314	1	1	1	4	1	1	1	267	237	0	30	128	330	20	0	200	128	3	3
5315	1	1	1	4	1	1	1	351	213	0	60	128	245	20	0	250	208	3	2
5316	1	1	1	4	1	1	1	295	213	0	120	119	301	10	0	250	128	3	2
5317	1	1	1	4	1	1	1	267	284	0	120	140	374	10	0	200	160	3	3
5318	1	1	1	4	1	1	1	267	213	0	30	140	266	30	0	250	160	3	3
5319	1	1	1	4	1	1	1	351	237	0	60	119	281	10	0	200	160	3	3
5338	1	1	1	3	1	1	1	164	106	0	120	56	118	20	0	221	105	3	2
5339	1	1	1	3	1	1	1	150	106	0	30	50	112	10	0	221	136	3	2
5340	1	1	1	3	1	1	1	193	106	0	60	64	140	30	0	221	84	3	2
5341	1	1	1	3	1	1	1	193	79	0	60	56	90	20	0	170	136	3	2
5342	1	1	1	3	1	1	1	164	79	0	120	50	112	10	0	170	84	3	2
5343	1	1	1	3	1	1	1	150	106	0	120	64	140	10	0	136	105	3	2
5344	1	1	1	3	1	1	1	150	79	0	30	64	97	30	0	170	105	3	2
5345	1	1	1	3	1	1	1	193	88	0	60	50	105	10	0	136	105	3	2
5346	1	1	1	2	1	1	1	193	211	0	120	50	225	30	0	170	95	3	2
5347	1	1	1	2	1	1	1	150	158	0	120	56	181	30	0	221	76	3	2
5348	1	1	1	2	1	1	1	193	158	0	120	64	194	20	0	136	76	3	3
5349	1	1	1	2	1	1	1	164	158	0	60	64	194	10	0	221	123	3	2
5350	1	1	1	2	1	1	1	164	176	0	120	64	194	30	0	136	123	3	3
5351	1	1	1	2	1	1	1	150	176	0	60	64	194	20	0	221	95	3	2
5352	1	1	1	2	1	1	1	150	211	0	60	56	237	10	0	170	76	3	3
5353	1	1	1	2	1	1	1	150	176	0	120	50	210	20	0	170	123	3	2
5354	1	1	1	2	1	1	1	164	211	0	30	64	281	20	0	170	123	3	3
5382	1	1	1	5	1	1	1	225	176	0	30	96	198	10	0	170	96	3	2
5383	1	1	1	5	1	1	1	225	176	0	120	88	245	10	0	221	156	3	2
5384	1	1	1	5	1	1	1	225	158	0	30	82	225	20	0	221	120	3	2
5385	1	1	1	5	1	1	1	182	158	0	60	82	225	30	0	136	156	3	3
5386	1	1	1	5	1	1	1	196	176	0	30	82	210	30	0	221	96	3	2
5387	1	1	1	5	1	1	1	196	158	0	30	88	184	10	0	136	120	3	3
5388	1	1	1	5	1	1	1	196	211	0	60	82	225	20	0	136	96	3	3
5389	1	1	1	5	1	1	1	225	211	0	30	88	245	30	0	136	156	3	3
5390	1	1	1	5	1	1	1	196	176	0	60	88	245	30	0	170	120	3	2
5391	1	1	1	3	1	1	1	277	90	0	30	141	105	10	0	170	100	3	2
5392	1	1	1	3	1	1	1	277	90	0	120	133	127	10	0	221	162	3	2
5393	1	1	1	3	1	1	1	277	81	0	30	127	118	20	0	221	125	3	2
5394	1	1	1	3	1	1	1	223	81	0	60	127	118	30	0	136	162	3	2
5395	1	1	1	3	1	1	1	241	90	0	30	127	109	30	0	221	100	3	2
5396	1	1	1	3	1	1	1	241	81	0	30	133	94	10	0	136	125	3	2
5397	1	1	1	3	1	1	1	241	108	0	60	127	118	20	0	136	100	3	2
5398	1	1	1	3	1	1	1	277	108	0	30	133	122	30	0	136	162	3	2
5399	1	1	1	3	1	1	1	241	90	0	60	133	127	30	0	170	125	3	2
5400	1	1	1	3	1	1	1	230	217	0	120	112	218	30	0	170	110	3	3
5401	1	1	1	3	1	1	1	175	163	0	120	117	181	30	0	221	88	3	2
5402	1	1	1	3	1	1	1	230	163	0	120	123	184	20	0	136	88	3	3
5403	1	1	1	3	1	1	1	193	163	0	60	123	184	10	0	221	143	3	2
5404	1	1	1	3	1	1	1	193	181	0	120	123	194	30	0	136	143	3	3
5405	1	1	1	3	1	1	1	175	181	0	60	123	194	20	0	221	110	3	2
5406	1	1	1	3	1	1	1	175	217	0	60	117	225	10	0	170	88	3	3
5407	1	1	1	3	1	1	1	175	181	0	120	112	198	20	0	170	143	3	2
5408	1	1	1	3	1	1	1	193	217	0	30	123	254	20	0	170	143	3	3
